,ID,x,y,rssi1,rssi2,rssi3,rssi4,rssi5
12,11430,0.0,4.8,-41,-43,-50,-45,-38
13,11430,0.0,4.8,-41,-43,-52,-45,-34
14,11430,0.0,4.8,-33,-39,-48,-44,-37
15,11430,0.0,4.8,-41,-43,-51,-48,-37
16,11430,0.0,4.8,-41,-40,-47,-43,-34
17,11430,0.0,4.8,-33,-39,-50,-48,-34
18,11430,0.0,4.8,-37,-40,-50,-42,-37
19,11430,0.0,4.8,-41,-52,-51,-42,-37
0,11432,0.0,6.0,-49,-44,-42,-29,-40
1,11432,0.0,6.0,-49,-43,-38,-33,-40
2,11432,0.0,6.0,-51,-41,-42,-33,-41
3,11432,0.0,6.0,-46,-49,-42,-29,-39
4,11432,0.0,6.0,-48,-42,-38,-29,-44
5,11432,0.0,6.0,-48,-42,-38,-33,-44
6,11432,0.0,6.0,-32,-48,-38,-29,-41
7,11432,0.0,6.0,-48,-43,-43,-32,-43
8,11432,0.0,6.0,-32,-48,-46,-32,-44
9,11432,0.0,6.0,-47,-41,-38,-33,-56
10,11432,0.0,6.0,-48,-41,-47,-29,-45
11,11432,0.0,6.0,-47,-42,-44,-32,-63
12,11432,0.0,6.0,-47,-42,-47,-32,-62
13,11432,0.0,6.0,-45,-41,-48,-33,-44
14,11432,0.0,6.0,-46,-42,-38,-33,-57
15,11432,0.0,6.0,-46,-49,-49,-30,-56
16,11432,0.0,6.0,-32,-42,-47,-29,-45
17,11432,0.0,6.0,-47,-47,-47,-33,-45
18,11432,0.0,6.0,-46,-50,-43,-30,-55
19,11432,0.0,6.0,-46,-45,-48,-30,-46
0,11444,1.2,0.0,-34,-45,-60,-43,-43
1,11444,1.2,0.0,-44,-50,-58,-49,-39
2,11444,1.2,0.0,-32,-40,-49,-44,-41
3,11444,1.2,0.0,-33,-42,-49,-44,-41
4,11444,1.2,0.0,-35,-42,-62,-44,-40
5,11444,1.2,0.0,-35,-53,-60,-45,-42
6,11444,1.2,0.0,-37,-42,-59,-52,-42
7,11444,1.2,0.0,-47,-48,-51,-43,-42
8,11444,1.2,0.0,-32,-41,-51,-42,-39
9,11444,1.2,0.0,-47,-48,-48,-43,-40
10,11444,1.2,0.0,-32,-46,-60,-43,-43
11,11444,1.2,0.0,-46,-47,-50,-43,-42
12,11444,1.2,0.0,-46,-42,-47,-47,-42
13,11444,1.2,0.0,-45,-45,-49,-43,-43
14,11444,1.2,0.0,-36,-54,-48,-48,-43
15,11444,1.2,0.0,-46,-51,-48,-44,-42
16,11444,1.2,0.0,-32,-45,-49,-43,-42
17,11444,1.2,0.0,-36,-43,-53,-43,-45
18,11444,1.2,0.0,-32,-49,-53,-50,-42
19,11444,1.2,0.0,-47,-42,-53,-50,-43
0,11446,1.2,3.6,-46,-42,-43,-40,-30
1,11446,1.2,3.6,-47,-42,-43,-48,-30
2,11446,1.2,3.6,-48,-39,-44,-48,-30
3,11446,1.2,3.6,-62,-38,-44,-49,-30
4,11446,1.2,3.6,-47,-39,-45,-49,-30
5,11446,1.2,3.6,-47,-37,-43,-82,-30
6,11446,1.2,3.6,-47,-37,-42,-49,-30
7,11446,1.2,3.6,-62,-37,-47,-49,-26
8,11446,1.2,3.6,-48,-42,-44,-47,-30
9,11446,1.2,3.6,-46,-43,-43,-39,-25
10,11446,1.2,3.6,-59,-41,-42,-47,-30
11,11446,1.2,3.6,-43,-37,-43,-39,-25
12,11446,1.2,3.6,-45,-38,-43,-40,-25
13,11446,1.2,3.6,-49,-37,-44,-40,-30
14,11446,1.2,3.6,-59,-37,-44,-40,-25
15,11446,1.2,3.6,-48,-39,-43,-36,-30
16,11446,1.2,3.6,-45,-37,-43,-39,-30
17,11446,1.2,3.6,-43,-42,-43,-36,-30
18,11446,1.2,3.6,-47,-38,-43,-50,-31
19,11446,1.2,3.6,-50,-38,-43,-49,-25
0,11453,2.4,0.0,-44,-25,-46,-49,-44
1,11453,2.4,0.0,-43,-25,-56,-44,-47
2,11453,2.4,0.0,-36,-28,-58,-45,-47
3,11453,2.4,0.0,-37,-25,-58,-48,-46
4,11453,2.4,0.0,-43,-25,-48,-49,-39
5,11453,2.4,0.0,-43,-30,-56,-45,-47
6,11453,2.4,0.0,-43,-30,-45,-63,-40
7,11453,2.4,0.0,-36,-29,-102,-62,-37
8,11453,2.4,0.0,-36,-28,-47,-60,-46
9,11453,2.4,0.0,-43,-29,-48,-48,-47
10,11453,2.4,0.0,-43,-28,-57,-63,-39
11,11453,2.4,0.0,-43,-25,-57,-46,-47
12,11453,2.4,0.0,-43,-28,-57,-48,-37
13,11453,2.4,0.0,-37,-25,-58,-64,-39
14,11453,2.4,0.0,-43,-30,-57,-65,-46
15,11453,2.4,0.0,-37,-30,-46,-48,-38
16,11453,2.4,0.0,-44,-30,-47,-48,-45
17,11453,2.4,0.0,-37,-30,-57,-62,-45
18,11453,2.4,0.0,-43,-30,-57,-48,-37
19,11453,2.4,0.0,-43,-29,-58,-61,-47
0,11455,2.4,3.6,-44,-28,-45,-40,-33
1,11455,2.4,3.6,-46,-28,-66,-38,-31
2,11455,2.4,3.6,-44,-28,-45,-40,-33
3,11455,2.4,3.6,-47,-28,-41,-37,-30
4,11455,2.4,3.6,-47,-28,-40,-40,-32
5,11455,2.4,3.6,-44,-38,-40,-41,-32
6,11455,2.4,3.6,-42,-28,-64,-40,-30
7,11455,2.4,3.6,-45,-29,-40,-37,-33
8,11455,2.4,3.6,-47,-37,-61,-37,-33
9,11455,2.4,3.6,-45,-28,-45,-45,-32
10,11455,2.4,3.6,-47,-28,-63,-37,-31
11,11455,2.4,3.6,-42,-37,-41,-40,-31
12,11455,2.4,3.6,-48,-37,-45,-38,-30
13,11455,2.4,3.6,-42,-29,-40,-40,-31
14,11455,2.4,3.6,-42,-29,-63,-41,-32
15,11455,2.4,3.6,-47,-38,-66,-38,-32
16,11455,2.4,3.6,-47,-28,-40,-45,-32
17,11455,2.4,3.6,-47,-29,-65,-40,-30
18,11455,2.4,3.6,-44,-28,-40,-37,-32
19,11455,2.4,3.6,-44,-29,-65,-45,-30
0,11457,2.4,4.8,-50,-35,-42,-47,-37
1,11457,2.4,4.8,-34,-33,-40,-46,-32
2,11457,2.4,4.8,-50,-34,-40,-46,-37
3,11457,2.4,4.8,-34,-33,-42,-55,-29
4,11457,2.4,4.8,-49,-37,-40,-47,-32
5,11457,2.4,4.8,-34,-35,-41,-47,-29
6,11457,2.4,4.8,-45,-36,-41,-55,-37
7,11457,2.4,4.8,-44,-37,-41,-47,-29
8,11457,2.4,4.8,-44,-35,-41,-54,-32
9,11457,2.4,4.8,-50,-35,-41,-46,-29
10,11457,2.4,4.8,-50,-33,-40,-47,-37
11,11457,2.4,4.8,-44,-37,-41,-46,-32
12,11457,2.4,4.8,-45,-35,-41,-47,-29
13,11457,2.4,4.8,-50,-36,-41,-54,-37
14,11457,2.4,4.8,-34,-37,-41,-46,-29
15,11457,2.4,4.8,-44,-36,-42,-55,-29
16,11457,2.4,4.8,-34,-36,-40,-55,-32
17,11457,2.4,4.8,-44,-37,-41,-46,-37
18,11457,2.4,4.8,-44,-33,-40,-46,-29
19,11457,2.4,4.8,-50,-36,-40,-47,-37
0,11458,2.4,6.0,-43,-38,-41,-34,-36
1,11458,2.4,6.0,-47,-56,-43,-36,-41
2,11458,2.4,6.0,-46,-51,-37,-36,-35
3,11458,2.4,6.0,-41,-51,-43,-35,-41
4,11458,2.4,6.0,-44,-50,-37,-34,-41
5,11458,2.4,6.0,-44,-38,-37,-35,-41
6,11458,2.4,6.0,-47,-56,-42,-34,-35
7,11458,2.4,6.0,-47,-38,-42,-34,-41
8,11458,2.4,6.0,-48,-37,-37,-35,-41
9,11458,2.4,6.0,-43,-51,-37,-35,-41
10,11458,2.4,6.0,-40,-38,-41,-34,-35
11,11458,2.4,6.0,-47,-55,-37,-33,-41
12,11458,2.4,6.0,-47,-52,-41,-34,-41
13,11458,2.4,6.0,-44,-38,-42,-35,-41
14,11458,2.4,6.0,-44,-38,-38,-36,-41
15,11458,2.4,6.0,-47,-38,-43,-34,-41
16,11458,2.4,6.0,-44,-52,-37,-36,-41
17,11458,2.4,6.0,-40,-38,-37,-34,-41
18,11458,2.4,6.0,-40,-56,-38,-35,-36
19,11458,2.4,6.0,-41,-56,-41,-35,-80
